id,CONCAT_buildUpPlayPositioningClass,CONCAT_chanceCreationPositioningClass,CONCAT_defenceDefenderLineClass,DELTA_buildUpPlayPassing,DELTA_buildUpPlaySpeed,DELTA_chanceCreationCrossing,DELTA_chanceCreationPassing,DELTA_chanceCreationShooting,DELTA_defenceAggression,DELTA_defencePressure,DELTA_defenceTeamWidth,Month_match,buildUpPlayPassing_1,buildUpPlaySpeed_1,chanceCreationCrossing_1,chanceCreationPassing_1,chanceCreationShooting_1,defenceAggression_1,defencePressure_1,defenceTeamWidth_1,RESULT
22327,2,1,2,-15,-20,-5,10,-20,-25,0,0,11,55,60,45,40,70,65,45,45,1
22320,0,2,2,-15,-35,15,10,0,-5,-15,30,11,45,65,45,45,70,65,70,30,1
22321,3,3,0,0,-13,-20,-5,0,-10,5,5,11,30,55,60,70,70,40,65,65,1
22332,1,3,1,5,-7,25,-20,-15,35,-40,-15,12,30,42,40,65,70,30,70,70,2
22335,1,0,1,0,-34,-10,-20,0,1,-40,-5,12,30,64,50,65,70,34,70,55,1
22331,3,1,0,0,25,0,15,0,-20,10,5,12,30,30,60,55,70,60,55,60,1
22329,3,3,0,0,34,-25,-15,0,-40,5,5,12,30,30,60,70,70,70,60,65,1
22333,0,2,2,-15,-20,-30,15,15,-40,15,0,12,45,60,70,35,55,70,30,35,1
22330,1,2,1,15,35,10,-5,0,35,30,-15,12,30,30,35,50,70,30,40,45,3
22328,2,3,0,-5,-10,10,-15,20,-10,-5,5,12,40,40,40,50,50,40,45,45,1
22337,2,0,3,0,15,-25,-30,5,10,0,-5,12,55,45,70,70,65,55,45,50,1
22334,2,2,3,-15,-15,5,5,0,-20,0,5,12,55,70,50,65,70,70,70,55,1
22336,2,2,2,0,-10,10,-20,-5,0,0,-5,12,30,40,35,50,70,35,35,50,1
22345,0,1,0,0,34,5,35,5,-1,35,10,12,30,30,45,30,65,35,35,45,1
22339,0,1,2,-15,-35,15,25,0,5,-10,35,12,45,65,45,45,70,65,70,30,2
22338,1,3,0,5,-34,15,-20,0,0,-25,-20,12,30,64,35,55,70,30,65,70,1
22343,2,2,3,5,5,15,-35,-15,20,-40,-25,12,40,55,55,70,70,50,70,60,1
22342,3,1,0,0,2,0,15,0,0,25,35,12,30,40,40,50,70,30,45,35,1
22344,2,2,3,25,40,10,20,0,35,40,5,12,30,30,40,45,70,35,30,50,3
22340,3,0,0,0,-25,-25,-20,0,-10,-25,-20,12,30,55,60,70,70,40,65,65,2
22347,2,3,2,-15,-5,-30,-20,-15,-15,0,-5,12,55,45,70,70,65,55,45,50,2
22346,2,2,3,-25,-20,-10,10,0,-30,-10,5,12,55,60,45,40,70,65,45,45,1
22341,0,0,2,-5,-5,-5,10,15,-5,25,5,12,35,35,65,45,55,65,30,55,3
22354,2,2,3,-15,-30,-30,10,15,-35,0,15,12,45,60,70,35,55,70,30,35,2
22353,1,0,1,10,13,15,5,0,20,0,-10,12,30,42,40,65,70,30,70,70,2
22348,0,3,0,-10,24,-5,5,20,-10,20,25,12,40,40,40,50,50,40,45,45,1
22355,2,2,2,-25,-40,-5,-35,-5,-35,-35,-10,12,55,70,50,65,70,70,70,55,3
22352,3,2,0,0,10,-20,-5,0,-30,-10,-25,12,30,30,60,55,70,60,55,60,2
22350,3,3,0,0,25,0,0,0,-30,5,0,12,30,30,60,70,70,70,60,65,1
22349,2,0,1,10,35,-5,10,0,35,30,-20,12,35,30,50,35,70,30,40,50,2
22351,1,1,1,5,5,30,-5,-15,35,-10,10,12,30,30,35,50,70,30,40,45,3
22356,1,0,1,25,-4,-5,-25,0,31,-25,-10,12,30,64,50,65,70,34,70,55,2
22357,2,1,3,25,5,35,20,-5,20,10,0,12,30,40,35,50,70,35,35,50,3
22360,0,3,2,-5,-5,-5,25,15,5,30,10,1,35,35,65,45,55,65,30,55,1
22362,0,2,2,-10,-25,5,-15,0,10,-15,0,1,40,55,55,70,70,50,70,60,1
22363,0,1,2,0,12,0,20,0,-5,40,20,1,30,30,40,45,70,35,30,50,1
22364,2,2,1,15,30,25,5,-10,35,-5,-10,1,30,30,45,30,65,35,35,45,2
22365,2,2,3,0,10,5,25,0,5,25,10,1,55,60,45,40,70,65,45,45,2
22361,3,2,0,0,-10,-5,0,0,0,-5,10,1,30,40,40,50,70,30,45,35,1
22359,1,3,0,5,-25,-10,-35,0,-10,-25,-15,1,30,55,60,70,70,40,65,65,2
22366,0,3,2,-25,19,-20,-5,5,-21,25,5,1,55,45,70,70,65,55,45,50,3
22358,0,1,2,-15,-1,-10,10,0,-35,-5,40,1,45,65,45,45,70,65,70,30,1
22367,2,1,2,10,0,5,0,-20,5,10,-5,1,30,40,35,50,70,35,35,50,1
22371,3,0,0,0,10,-20,-20,0,-40,-15,-30,1,30,30,60,70,70,70,60,65,2
22375,2,2,3,10,0,-25,5,15,-5,15,10,1,45,60,70,35,55,70,30,35,3
22374,1,0,0,0,-12,5,-35,-5,5,-35,-25,1,30,42,40,65,70,30,70,70,2
22370,2,3,1,0,5,15,10,-15,35,-10,5,1,35,30,50,35,70,30,40,50,3
22372,1,2,1,10,25,20,20,0,20,30,15,1,30,30,35,50,70,30,40,45,1
22368,2,1,2,-5,-25,-5,5,-20,-25,-25,15,1,45,65,45,45,70,65,70,30,1
22376,2,1,3,0,-25,20,5,-5,-15,-25,-5,1,55,70,50,65,70,70,70,55,3
22369,3,3,0,0,-9,25,15,0,10,0,-5,1,30,64,35,55,70,30,65,70,1
22373,1,2,1,0,0,-20,-10,0,-25,-25,-10,1,30,30,60,55,70,60,55,60,2
22377,1,0,1,0,-24,-15,-15,0,1,-35,-5,1,30,64,50,65,70,34,70,55,1
22379,0,3,2,-5,29,-30,10,15,-35,35,15,1,35,35,65,45,55,65,30,55,1
22381,0,1,2,-10,-25,5,0,0,20,-10,5,1,40,55,55,70,70,50,70,60,2
22380,1,1,0,5,-10,10,-15,0,0,-5,15,1,30,40,40,50,70,30,45,35,2
22382,0,2,2,0,0,-5,5,0,-5,10,-5,1,30,30,40,45,70,35,30,50,1
22385,2,0,3,-10,15,0,-35,-10,15,-15,-15,1,55,45,70,70,65,55,45,50,1
22386,2,2,3,25,30,15,15,0,35,35,5,1,30,40,35,50,70,35,35,50,1
22378,1,0,1,15,10,-15,-25,0,25,5,-35,1,30,55,60,70,70,40,65,65,3
22383,0,2,0,0,0,15,25,5,25,20,15,1,30,30,45,30,65,35,35,45,1
22384,0,1,2,-25,-18,-5,25,0,-35,25,25,1,55,60,45,40,70,65,45,45,1
22387,0,3,0,-10,24,10,15,20,-6,25,10,1,40,40,40,50,50,40,45,45,1
22403,0,1,2,0,0,20,25,0,35,30,15,1,30,30,40,45,70,35,30,50,1
22400,0,3,2,-25,-3,-30,-5,5,-25,25,20,1,55,45,70,70,65,55,45,50,1
22401,0,2,2,-25,-30,15,15,0,-5,10,15,1,55,60,45,40,70,65,45,45,1
22406,2,0,3,10,30,-20,0,15,0,40,-25,1,35,35,65,45,55,65,30,55,1
22404,2,1,2,-5,-25,-5,-35,0,-20,-30,-10,1,40,55,55,70,70,50,70,60,2
22405,3,1,0,0,24,-5,5,0,0,20,35,1,30,40,40,50,70,30,45,35,1
22407,0,3,0,-10,15,20,20,20,0,20,20,1,40,40,40,50,50,40,45,45,1
22402,0,2,0,0,0,-10,20,5,-5,5,0,1,30,30,45,30,65,35,35,45,1
22398,1,0,1,25,6,0,0,0,36,0,0,1,30,64,50,65,70,34,70,55,1
22399,2,2,3,15,20,35,-15,-15,35,-5,-15,1,30,40,35,50,70,35,35,50,1
22413,1,0,0,0,0,-15,-40,-5,-35,-25,-20,1,30,30,60,70,70,70,60,65,3
22414,2,0,1,-5,0,-10,10,0,5,-10,0,1,35,30,50,35,70,30,40,50,1
22412,1,2,1,25,30,10,-10,0,35,5,0,1,30,30,35,50,70,30,40,45,2
22410,1,0,1,0,-2,-5,-15,0,5,-35,-20,1,30,42,40,65,70,30,70,70,2
22416,0,2,2,-15,-25,-5,5,0,-35,-25,5,1,45,65,45,45,70,65,70,30,1
22408,2,1,2,-15,-30,-10,-15,-20,-30,-25,-10,1,55,70,50,65,70,70,70,55,2
22409,0,1,2,-15,4,-20,30,15,-36,40,20,1,45,60,70,35,55,70,30,35,2
22417,1,3,1,5,-20,5,-25,-15,25,-35,-10,1,30,55,60,70,70,40,65,65,1
22415,1,0,1,10,-9,20,15,0,20,5,-10,1,30,64,35,55,70,30,65,70,2
22411,1,1,1,25,15,10,15,-5,-5,-10,-10,1,30,30,60,55,70,60,55,60,3
22425,2,2,3,5,10,-10,-25,0,15,0,-30,2,40,55,55,70,70,50,70,60,1
22424,0,1,2,0,34,-5,10,0,-5,35,20,2,30,30,40,45,70,35,30,50,2
22427,2,3,1,-5,-5,25,-5,5,25,-15,10,2,40,40,40,50,50,40,45,45,3
22421,0,0,2,-25,-15,-35,-20,5,-25,-5,-5,2,55,45,70,70,65,55,45,50,3
22423,2,1,0,5,0,5,5,5,-5,5,5,2,30,30,45,30,65,35,35,45,1
22418,2,2,3,-10,-10,20,-30,-15,0,-40,-20,2,55,70,50,65,70,70,70,55,1
22419,3,3,0,0,-22,-10,0,0,-4,0,15,2,30,64,50,65,70,34,70,55,1
22426,3,1,0,0,15,20,20,0,10,20,30,2,30,40,40,50,70,30,45,35,1
22422,0,1,2,-25,-30,15,30,0,5,15,20,2,55,60,45,40,70,65,45,45,3
22420,0,2,2,0,-10,25,5,0,25,20,10,2,30,40,35,50,70,35,35,50,1
22432,1,3,1,25,15,10,0,-5,-15,-15,-15,2,30,30,60,70,70,70,60,65,1
22429,1,0,1,25,28,10,0,0,40,0,-15,2,30,42,40,65,70,30,70,70,3
22430,3,1,0,0,34,-10,10,0,-26,15,-5,2,30,30,60,55,70,60,55,60,2
22433,2,0,1,20,30,-5,5,0,35,5,-5,2,35,30,50,35,70,30,40,50,3
22437,0,0,2,-5,5,-25,5,15,-35,15,-20,2,35,35,65,45,55,65,30,55,1
22431,1,2,1,0,10,0,0,0,5,-5,5,2,30,30,35,50,70,30,40,45,1
22436,1,0,1,10,0,-5,0,0,10,5,-5,2,30,55,60,70,70,40,65,65,2
22435,2,2,3,-15,-35,-5,0,0,-30,-40,20,2,45,65,45,45,70,65,70,30,1
22434,1,0,0,0,-34,10,-25,-5,5,-30,-25,2,30,64,35,55,70,30,65,70,1
22428,2,1,2,-5,-20,-30,15,-5,-30,15,10,2,45,60,70,35,55,70,30,35,1
22445,0,1,2,0,25,20,25,0,5,35,15,2,30,30,40,45,70,35,30,50,1
22439,0,2,2,-25,-40,10,-10,0,-10,-15,5,2,55,70,50,65,70,70,70,55,3
22440,3,0,0,0,-34,-15,-15,0,-4,-30,-10,2,30,64,50,65,70,34,70,55,2
22438,0,1,2,-15,-18,-30,30,15,-40,40,35,2,45,60,70,35,55,70,30,35,1
22446,2,1,3,-5,-20,10,-25,-15,15,-40,-5,2,40,55,55,70,70,50,70,60,1
22442,2,3,2,-20,-15,-20,-35,5,-25,-5,0,2,55,45,70,70,65,55,45,50,2
22444,2,2,1,15,35,0,15,5,30,35,-15,2,30,30,45,30,65,35,35,45,3
22443,0,1,2,-25,4,-10,15,0,-35,20,25,2,55,60,45,40,70,65,45,45,3
22441,0,1,2,0,-10,25,20,0,35,25,15,2,30,40,35,50,70,35,35,50,1
22447,0,0,0,-10,0,0,0,20,-10,0,-10,2,40,40,40,50,50,40,45,45,1
22451,1,0,3,-4,-11,2,-10,8,-10,1,-14,2,58,68,67,68,71,58,57,68,3
22450,2,2,3,13,25,13,21,23,11,20,2,2,40,43,38,46,42,40,38,53,3
22457,2,2,3,12,14,19,18,-6,9,2,5,2,43,54,51,54,60,49,49,51,1
22455,1,0,3,3,2,9,-10,-6,-11,-30,14,2,39,54,60,67,67,55,68,55,3
22448,1,3,3,18,10,27,-4,-15,5,-20,-13,2,34,43,25,59,68,43,67,68,2
22452,2,2,3,10,0,-14,15,2,19,-11,-13,2,45,54,54,38,57,39,59,66,3
22456,2,0,3,2,13,-14,13,-10,-14,-11,-14,2,54,55,69,56,68,61,48,68,1
22453,1,0,3,15,11,34,20,-31,-11,-3,-1,2,41,42,38,53,70,48,50,54,3
22449,2,0,3,29,29,17,-1,-7,19,8,1,2,40,41,55,56,64,48,40,54,2
22454,2,2,3,1,3,1,-3,-8,-21,-13,-13,2,53,55,54,57,69,68,58,67,1
22467,2,0,3,3,15,18,17,1,10,4,1,3,52,53,52,55,53,48,47,55,2
22460,0,1,3,5,0,16,1,6,7,-1,13,3,53,68,51,67,65,51,58,55,1
22459,2,2,3,-29,-27,-34,-9,-15,-27,-10,-2,3,69,70,72,55,57,67,48,55,1
22466,2,2,3,-13,-14,-4,-15,2,2,12,-3,3,56,68,55,69,58,47,37,54,3
22458,1,3,3,6,-2,30,-3,-4,5,-27,-14,3,34,43,25,59,68,43,67,68,2
22465,2,1,3,12,-1,0,-1,7,17,10,-1,3,42,56,69,57,61,44,38,69,3
22461,2,2,3,-9,-3,-15,-20,-22,-9,1,12,3,54,57,69,58,79,48,58,54,3
22462,0,1,3,-14,-12,-2,0,11,-10,2,1,3,55,54,40,53,59,58,48,53,1
22463,2,2,3,-3,2,-18,-16,30,31,11,14,3,56,53,72,73,39,37,47,53,3
22464,0,1,3,-15,-4,5,13,6,8,23,1,3,54,58,55,54,61,47,45,54,1
22469,0,1,3,-6,0,-13,13,26,3,29,15,3,40,43,38,46,42,40,38,53,1
22472,1,0,3,13,15,31,5,9,0,8,0,3,41,42,38,53,70,48,50,54,1
22468,2,3,3,12,12,-3,-1,-11,0,7,1,3,40,41,55,56,64,48,40,54,2
22470,1,0,3,11,2,5,-13,-14,9,-9,-13,3,58,68,67,68,71,58,57,68,1
22471,2,2,3,8,14,-3,29,8,12,-1,-11,3,45,54,54,38,57,39,59,66,1
22475,2,0,3,0,3,-14,-2,-7,-14,-3,-14,3,54,55,69,56,68,61,48,68,2
22477,2,2,3,1,0,-15,-3,4,-11,-14,-2,3,55,68,70,72,54,58,51,56,1
22474,1,0,3,17,-1,12,6,-28,-18,-21,-2,3,39,54,60,67,67,55,68,55,2
22473,2,2,3,2,-1,-14,-4,-10,-10,-10,-14,3,53,55,54,57,69,68,58,67,2
22476,2,2,3,-1,2,18,3,1,-5,-11,18,3,43,54,51,54,60,49,49,51,1
22482,2,2,3,-1,-2,-15,-1,-10,20,0,13,3,54,57,69,58,79,48,58,54,3
22479,2,0,3,0,2,-17,-10,-22,-8,-2,-1,3,40,41,55,56,64,48,40,54,1
22483,0,1,3,-16,0,20,14,8,-3,20,2,3,55,54,40,53,59,58,48,53,1
22480,3,3,3,24,25,42,9,3,15,-10,0,3,34,43,25,59,68,43,67,68,3
22486,2,0,3,4,15,3,14,5,-1,-10,-1,3,52,53,52,55,53,48,47,55,3
22484,2,1,3,-2,2,-3,-17,29,24,1,15,3,56,53,72,73,39,37,47,53,1
22487,2,2,3,13,12,1,15,-7,14,13,-13,3,42,56,69,57,61,44,38,69,1
22485,2,2,3,-11,-4,-4,0,-1,2,4,-3,3,54,58,55,54,61,47,45,54,2
22478,0,1,3,-12,-26,-13,-14,5,-3,-8,-1,3,53,68,51,67,65,51,58,55,3
22481,2,2,3,-24,-16,-18,-17,0,-28,11,11,3,69,70,72,55,57,67,48,55,3
22490,0,1,3,-11,-11,-29,21,11,4,8,2,3,45,54,54,38,57,39,59,66,1
22488,2,1,3,12,10,14,9,11,8,9,2,3,40,43,38,46,42,40,38,53,1
22493,1,0,3,15,3,9,-9,12,-7,-10,-1,3,39,54,60,67,67,55,68,55,2
22489,1,3,3,-18,-27,-12,-12,-7,-10,-17,-14,3,58,68,67,68,71,58,57,68,2
22494,2,0,3,1,-1,-29,-3,-9,-3,0,-15,3,54,55,69,56,68,61,48,68,2
22496,2,2,3,-1,-10,-15,-18,7,-11,-6,-2,3,55,68,70,72,54,58,51,56,1
22495,2,2,3,13,-1,21,19,-21,-12,-2,2,3,43,54,51,54,60,49,49,51,1
22497,2,2,3,-14,-12,14,-12,3,-3,1,15,3,56,68,55,69,58,47,37,54,2
22492,2,2,3,0,13,-3,10,-4,-17,0,-12,3,53,55,54,57,69,68,58,67,1
22491,1,0,3,28,28,34,2,-13,19,-2,1,3,41,42,38,53,70,48,50,54,2
22510,3,3,3,7,-1,13,-6,2,5,-17,-14,4,34,43,25,59,68,43,67,68,2
22512,0,1,3,-14,-14,9,0,2,4,10,0,4,53,68,51,67,65,51,58,55,2
22509,2,0,3,5,13,-1,-18,-7,-9,19,12,4,40,41,55,56,64,48,40,54,2
22508,0,1,3,18,25,29,22,29,18,19,15,4,40,43,38,46,42,40,38,53,1
22517,2,0,3,-10,3,17,2,8,-4,-9,14,4,52,53,52,55,53,48,47,55,1
22515,2,2,3,-1,15,-2,-1,15,21,4,3,4,56,53,72,73,39,37,47,53,2
22516,2,2,3,2,10,0,15,-3,0,-8,0,4,54,58,55,54,61,47,45,54,1
22513,2,1,3,0,-2,0,-2,-11,13,-10,14,4,54,57,69,58,79,48,58,54,2
22514,2,2,3,-12,0,11,1,1,-9,1,-2,4,55,54,40,53,59,58,48,53,2
22511,2,2,3,-16,-15,-18,2,12,1,10,12,4,69,70,72,55,57,67,48,55,2
22518,1,3,3,-6,-15,-15,-13,-18,-10,-10,-13,4,58,68,67,68,71,58,57,68,3
22522,1,0,3,30,16,12,-12,-10,12,-20,0,4,39,54,60,67,67,55,68,55,2
22521,0,1,3,-19,-12,-29,2,-1,-25,9,1,4,53,55,54,57,69,68,58,67,1
22523,2,0,3,-1,13,-18,11,-3,-10,10,-13,4,54,55,69,56,68,61,48,68,1
22525,2,2,3,0,-14,-30,-19,5,0,-3,-3,4,55,68,70,72,54,58,51,56,3
22524,2,2,3,11,3,18,4,19,-1,9,3,4,43,54,51,54,60,49,49,51,1
22526,2,2,3,0,-15,17,4,-19,-10,10,-1,4,56,68,55,69,58,47,37,54,3
22527,2,2,3,12,2,-14,-3,0,3,7,-15,4,42,56,69,57,61,44,38,69,3
22520,1,3,3,-1,-1,17,3,-6,0,-10,0,4,41,42,38,53,70,48,50,54,1
22519,2,2,3,-5,-11,-16,8,-15,1,-21,-13,4,45,54,54,38,57,39,59,66,1
22528,1,0,3,-13,-14,-13,-30,-14,-19,2,-2,4,58,68,67,68,71,58,57,68,1
22531,3,3,3,5,11,35,8,-1,12,1,-13,4,34,43,25,59,68,43,67,68,3
22537,2,0,3,2,5,3,-1,8,-1,-2,-1,4,52,53,52,55,53,48,47,55,1
22530,2,0,3,13,14,-1,1,5,20,18,13,4,40,41,55,56,64,48,40,54,2
22532,2,1,3,-15,-15,-3,1,11,-6,0,13,4,69,70,72,55,57,67,48,55,2
22536,2,2,3,-14,3,-3,-16,22,7,-9,16,4,56,53,72,73,39,37,47,53,1
22533,2,2,3,-10,-14,0,-13,-5,-2,-9,-4,4,53,68,51,67,65,51,58,55,1
22534,2,2,3,1,11,1,14,-25,10,-7,2,4,54,57,69,58,79,48,58,54,3
22535,2,2,3,1,14,15,16,-1,-11,-11,1,4,55,54,40,53,59,58,48,53,1
22529,0,1,3,1,-1,0,7,28,8,12,1,4,40,43,38,46,42,40,38,53,1
22542,0,3,3,-20,-12,-44,3,0,-18,19,0,4,54,55,69,56,68,61,48,68,1
22543,2,2,3,26,16,21,1,-3,18,-1,4,4,43,54,51,54,60,49,49,51,1
22541,1,3,3,1,-13,-5,-11,-3,-7,-28,-1,4,39,54,60,67,67,55,68,55,2
22538,2,1,3,7,-1,-2,17,-4,9,-12,-11,4,45,54,54,38,57,39,59,66,1
22544,2,2,3,-2,0,-19,-5,11,-7,7,-1,4,55,68,70,72,54,58,51,56,1
22545,2,2,3,-2,-11,14,-11,21,1,21,0,4,56,68,55,69,58,47,37,54,1
22546,2,2,3,13,-2,-29,-4,-2,14,10,-16,4,42,56,69,57,61,44,38,69,1
22547,2,2,3,2,-5,17,19,-22,-10,2,-1,4,54,58,55,54,61,47,45,54,2
22539,3,3,3,17,26,29,15,1,10,7,14,4,41,42,38,53,70,48,50,54,1
22540,2,2,3,-13,-12,-16,-11,-27,-28,-20,-14,4,53,55,54,57,69,68,58,67,1
22550,0,1,3,-1,11,22,21,25,15,30,2,4,40,43,38,46,42,40,38,53,2
22552,1,0,3,9,11,26,-5,-8,6,-18,-17,4,34,43,25,59,68,43,67,68,1
22555,2,2,3,-12,-1,0,-1,-18,-4,-20,15,4,54,57,69,58,79,48,58,54,2
22549,1,0,3,-5,-13,-13,-11,-2,10,1,-1,5,58,68,67,68,71,58,57,68,2
22548,0,1,3,-4,-12,-16,15,13,9,-9,-12,5,45,54,54,38,57,39,59,66,1
22557,2,0,3,4,0,20,18,-14,-11,0,-2,5,52,53,52,55,53,48,47,55,1
22554,2,2,3,3,0,4,2,-7,-4,-21,-1,5,53,68,51,67,65,51,58,55,3
22551,2,3,3,14,14,14,0,4,13,8,14,5,40,41,55,56,64,48,40,54,1
22556,2,2,3,-1,4,15,1,2,-11,-3,1,5,55,54,40,53,59,58,48,53,1
22553,2,2,3,-14,-2,-2,17,-3,-9,3,1,5,69,70,72,55,57,67,48,55,1
22562,2,1,3,-3,-13,4,2,4,-1,-9,3,5,43,54,51,54,60,49,49,51,1
22564,2,2,3,13,2,17,-14,-1,20,11,1,5,56,68,55,69,58,47,37,54,1
22560,3,3,3,19,14,7,1,4,3,-11,13,5,39,54,60,67,67,55,68,55,2
22567,2,2,3,-1,1,-32,-20,20,21,1,0,5,56,53,72,73,39,37,47,53,2
22565,2,2,3,11,12,-18,10,4,7,20,-14,5,42,56,69,57,61,44,38,69,3
22566,2,2,3,0,-1,14,4,18,1,13,0,5,54,58,55,54,61,47,45,54,2
22559,2,2,3,-8,-1,0,-19,-12,-29,1,-1,5,53,55,54,57,69,68,58,67,1
22561,2,0,3,-14,-12,-31,-10,-26,-21,-10,-15,5,54,55,69,56,68,61,48,68,2
22563,0,1,3,-21,-25,-45,-13,14,-15,16,12,5,55,68,70,72,54,58,51,56,1
22558,1,3,3,11,11,14,2,-17,0,-3,1,5,41,42,38,53,70,48,50,54,3
22569,0,1,3,-6,0,6,29,10,16,9,-11,5,45,54,54,38,57,39,59,66,1
22574,2,2,3,-27,-14,-3,2,4,-23,-10,14,5,69,70,72,55,57,67,48,55,1
22575,2,2,3,1,-10,4,-13,-4,-4,-13,-1,5,53,68,51,67,65,51,58,55,1
22576,2,2,3,2,-4,3,15,-40,-11,-11,-1,5,54,57,69,58,79,48,58,54,1
22570,1,3,3,-4,-13,2,-12,-3,3,-9,0,5,58,68,67,68,71,58,57,68,1
22571,2,2,3,3,11,13,8,18,9,11,-2,5,40,43,38,46,42,40,38,53,1
22573,1,0,3,22,25,30,10,-10,4,-30,-14,5,34,43,25,59,68,43,67,68,3
22577,2,0,3,3,1,-12,-2,6,10,1,-2,5,52,53,52,55,53,48,47,55,3
22568,1,0,3,12,13,16,4,-1,20,8,13,5,41,42,38,53,70,48,50,54,3
22572,2,0,3,15,27,15,16,-10,10,11,2,5,40,41,55,56,64,48,40,54,3
22580,2,0,3,-9,-1,-15,-18,-11,-22,11,-2,5,54,55,69,56,68,61,48,68,1
22582,2,2,3,-15,-25,-32,-26,-12,-18,-13,-3,5,55,68,70,72,54,58,51,56,1
22581,0,1,3,15,14,16,14,11,9,8,17,5,43,54,51,54,60,49,49,51,1
22583,2,1,3,-16,-27,0,-13,6,1,3,0,5,56,68,55,69,58,47,37,54,3
22579,3,3,3,2,-12,-22,-14,3,-7,-18,-1,5,39,54,60,67,67,55,68,55,2
22578,2,0,3,1,2,2,2,16,20,11,12,5,52,53,52,55,53,48,47,55,1
22586,2,2,3,-3,15,-21,-6,26,14,11,2,5,56,53,72,73,39,37,47,53,1
22584,0,1,3,-8,-13,-44,2,7,-1,29,-1,5,42,56,69,57,61,44,38,69,3
22585,2,2,3,15,12,17,1,-4,20,3,1,5,54,58,55,54,61,47,45,54,3
22587,2,2,3,-1,3,29,5,20,-10,10,1,5,55,54,40,53,59,58,48,53,1
22591,1,0,3,-3,0,3,4,-17,0,-6,-12,5,58,68,67,68,71,58,57,68,2
22590,2,2,3,-2,0,-3,16,3,10,-10,-15,5,45,54,54,38,57,39,59,66,3
22595,2,2,3,-13,-17,0,18,-18,-30,-1,-2,5,69,70,72,55,57,67,48,55,2
22592,2,2,3,16,25,17,23,16,7,-1,1,5,40,43,38,46,42,40,38,53,2
22594,1,0,3,20,15,30,-5,-7,4,-22,-14,5,34,43,25,59,68,43,67,68,2
22588,0,1,3,-14,-1,6,10,-2,-13,10,-12,5,53,55,54,57,69,68,58,67,1
22596,2,2,3,2,-14,-11,-14,-6,7,-10,-2,5,53,68,51,67,65,51,58,55,3
22597,2,1,3,-2,-4,-17,-3,-26,0,-11,1,5,54,57,69,58,79,48,58,54,2
22589,1,3,3,13,13,31,3,-2,13,-2,14,5,41,42,38,53,70,48,50,54,1
22593,2,0,3,2,15,14,1,-3,-4,-2,15,5,40,41,55,56,64,48,40,54,2
22770,2,2,3,10,14,0,13,5,2,9,4,8,43,54,51,54,60,49,49,51,2
22773,2,0,3,1,16,-7,-14,-17,9,12,14,8,51,37,66,68,72,40,42,53,2
22768,2,1,3,-16,-12,-17,-17,25,11,-7,1,8,56,53,72,73,39,37,47,53,1
22775,2,2,3,14,17,16,11,-4,15,-10,-13,8,55,53,56,44,61,52,58,68,3
22769,2,0,3,0,2,0,2,11,-13,10,-14,8,54,55,69,56,68,61,48,68,3
22774,2,1,3,-3,-15,-18,-17,-1,-10,-4,-1,8,55,68,70,72,54,58,51,56,1
22777,2,2,3,-11,-14,-1,-31,-1,-8,22,12,8,56,68,55,69,58,47,37,54,3
22776,1,0,3,1,-11,-22,-21,-25,-15,-30,-2,8,39,54,60,67,67,55,68,55,2
22772,0,1,3,4,10,12,14,10,11,12,14,8,54,58,55,54,61,47,45,54,1
22771,3,3,3,-7,1,-13,6,-2,-5,17,14,8,41,42,38,53,70,48,50,54,1
22881,3,3,3,-17,-26,-29,-15,-1,-10,-7,-14,9,58,68,67,68,71,58,57,68,3
22886,0,1,3,-6,0,6,29,10,16,9,-11,9,45,54,54,38,57,39,59,66,1
22880,1,0,3,9,11,26,-5,-8,6,-18,-17,9,34,43,25,59,68,43,67,68,3
22878,2,1,3,-14,-16,-14,-2,-15,0,-18,0,9,54,57,69,58,79,48,58,54,1
22884,2,2,3,-14,-2,-2,17,-3,-9,3,1,9,69,70,72,55,57,67,48,55,1
22885,2,2,3,15,10,18,-2,19,12,20,15,9,40,43,38,46,42,40,38,53,3
22887,2,2,3,0,-15,17,4,-19,-10,10,-1,9,56,68,55,69,58,47,37,54,3
22883,2,3,3,-1,-16,14,13,19,-8,-5,-2,9,52,53,52,55,53,48,47,55,1
22879,2,1,3,1,-13,18,-11,3,10,-10,13,9,53,68,51,67,65,51,58,55,1
22882,2,2,3,2,5,-4,0,6,-2,-9,-13,9,52,53,59,54,55,49,54,67,1
22985,0,3,3,-20,-12,-44,3,0,-18,19,0,9,54,55,69,56,68,61,48,68,1
22987,0,1,3,15,14,16,14,11,9,8,17,9,43,54,51,54,60,49,49,51,1
22983,2,1,3,-2,-5,-3,1,-8,1,2,1,9,54,58,55,54,61,47,45,54,2
22980,1,0,3,11,11,21,1,-15,1,4,13,9,41,42,38,53,70,48,50,54,1
22982,2,0,3,13,27,-4,11,1,3,18,1,9,40,41,55,56,64,48,40,54,2
22981,2,2,3,-10,1,-2,-6,-4,-13,1,-2,9,55,53,56,44,61,52,58,68,2
22978,2,2,3,-15,-25,-32,-26,-12,-18,-13,-3,9,55,68,70,72,54,58,51,56,1
22986,2,0,3,18,33,6,-13,-15,27,6,2,9,51,37,66,68,72,40,42,53,2
22984,1,0,3,17,14,-5,2,-9,-8,-31,-1,9,39,54,60,67,67,55,68,55,1
